date,MACD_Signal,MACD,MACD_Hist
2021-01-29,-0.7863,-0.6834,0.1029
2021-01-28,-0.8121,-0.7976,0.0145
2021-01-27,-0.8157,-0.8442,-0.0285
2021-01-26,-0.8085,-0.9138,-0.1052
2021-01-25,-0.7822,-0.8814,-0.0991
2021-01-22,-0.7575,-0.8293,-0.0718
2021-01-21,-0.7395,-0.7883,-0.0488
2021-01-20,-0.7273,-0.7124,0.0149
2021-01-19,-0.731,-0.6408,0.0903
2021-01-15,-0.7536,-0.6429,0.1107
2021-01-14,-0.7813,-0.7054,0.0759
2021-01-13,-0.8002,-0.7383,0.0619
2021-01-12,-0.8157,-0.7472,0.0685
2021-01-11,-0.8328,-0.7762,0.0566
2021-01-08,-0.847,-0.7958,0.0512
2021-01-07,-0.8598,-0.7461,0.1137
2021-01-06,-0.8882,-0.7278,0.1604
2021-01-05,-0.9283,-0.8161,0.1122
2021-01-04,-0.9564,-0.8517,0.1047
2020-12-31,-0.9825,-0.9245,0.0581
2020-12-30,-0.997,-0.9367,0.0603
2020-12-29,-1.0121,-0.952,0.0602
2020-12-28,-1.0272,-0.9576,0.0696
2020-12-24,-1.0446,-0.9549,0.0897
2020-12-23,-1.067,-0.9864,0.0806
2020-12-22,-1.0871,-1.0337,0.0534
2020-12-21,-1.1005,-1.0556,0.0449
2020-12-18,-1.1117,-1.0825,0.0292
2020-12-17,-1.119,-1.0908,0.0282
2020-12-16,-1.126,-1.0704,0.0557
2020-12-15,-1.14,-1.0623,0.0777
2020-12-14,-1.1594,-1.064,0.0954
2020-12-11,-1.1832,-1.1036,0.0796
2020-12-10,-1.2031,-1.1769,0.0262
2020-12-09,-1.2097,-1.2431,-0.0334
2020-12-08,-1.2013,-1.3288,-0.1275
2020-12-07,-1.1694,-1.3079,-0.1385
2020-12-04,-1.1348,-1.2786,-0.1438
2020-12-03,-1.0989,-1.251,-0.1521
2020-12-02,-1.0608,-1.219,-0.1582
2020-12-01,-1.0213,-1.1675,-0.1462
2020-11-30,-0.9847,-1.092,-0.1072
2020-11-27,-0.9579,-1.052,-0.094
