date,1. open,2. high,3. low,4. close,5. volume
2020-04-20,82.99,85.18,80.65,81.26,30699994.0
2020-04-17,85.17,85.79,81.01,83.99,94348495.0
2020-04-16,74.84,76.96,74.45,76.54,20935364.0
2020-04-15,76.16,76.59,74.47,74.63,11397411.0
2020-04-14,75.98,77.85,75.34,77.75,14379326.0
2020-04-13,75.8,76.0,73.715,75.28,16255637.0
2020-04-09,74.37,74.6025,72.95,73.51,12821062.0
2020-04-08,74.87,75.13,73.57,74.99,12215371.0
2020-04-07,77.3,77.68,72.5,74.67,19917872.0
2020-04-06,79.24,79.65,75.88,77.73,19101056.0
2020-04-03,77.41,79.47,76.36,78.21,19421772.0
2020-04-02,71.81,77.48,71.38,76.98,20482067.0
2020-04-01,74.32,74.39,72.0,72.51,12177608.0
2020-03-31,75.95,76.33,73.79,74.76,12120987.0
2020-03-30,75.35,76.42,73.89,75.93,15929392.0
2020-03-27,73.71,75.39,71.91,72.85,16521581.0
2020-03-26,69.9,73.91,69.75,73.86,18366575.0
2020-03-25,73.87,74.49,69.34,69.66,24138069.0
2020-03-24,75.13,75.83,72.11,73.96,20608137.0
2020-03-23,75.3,75.3,68.86,72.61,19875221.0
2020-03-20,79.5,81.6,72.17,73.26,35110162.0
2020-03-19,80.98,85.97,78.29,78.55,46268223.0
2020-03-18,73.61,80.0,72.97,79.42,34965866.0
2020-03-17,70.0,76.0797,69.0,74.52,28823718.0
2020-03-16,67.24,72.8,64.41,68.9,26764609.0
2020-03-13,71.93,72.0,67.5,70.75,30116086.0
2020-03-12,70.44,72.865,67.88,68.58,26364595.0
2020-03-11,73.9,75.38,72.78,73.7,32056873.0
2020-03-10,75.51,75.56,68.78,72.34,27659952.0
2020-03-09,77.92,78.1899,73.09,73.52,32839430.0
2020-03-06,75.3189,80.3959,75.1,80.22,31704662.0
2020-03-05,75.0,77.5,74.53,76.13,22727606.0
2020-03-04,74.9,76.01,72.59,76.01,23741669.0
2020-03-03,74.27,74.82,71.51,74.21,24481979.0
2020-03-02,70.32,75.405,70.08,75.4,31112986.0
2020-02-28,70.17,71.08,66.63,69.36,33804796.0
2020-02-27,78.31,78.88,72.26,72.66,51482511.0
2020-02-26,71.32,75.47,70.72,74.7,35415184.0
2020-02-25,73.73,73.85,69.02,70.1,39199212.0
2020-02-24,73.885,74.52,71.59,72.9,42905034.0
2020-02-21,67.18,69.78,66.81,69.7,22562012.0
2020-02-20,67.26,67.36,66.1,67.0,8697155.0
2020-02-19,67.2,67.54,66.815,67.35,7754027.0
2020-02-18,67.56,67.8,66.71,67.01,9922962.0
2020-02-14,67.41,67.66,67.04,67.56,9109093.0
2020-02-13,67.13,67.77,66.52,66.8,8030977.0
2020-02-12,67.5,67.82,66.32,66.95,13927128.0
2020-02-11,68.93,68.99,67.5,67.76,12858696.0
2020-02-10,69.32,69.4,67.615,68.99,24347753.0
2020-02-07,69.98,71.19,68.39,68.87,27320131.0
2020-02-06,67.29,69.9,66.05,68.21,28805541.0
2020-02-05,66.22,66.55,64.07,65.87,21184503.0
2020-02-04,68.0,68.01,66.88,67.4,15904094.0
2020-02-03,67.735,68.68,65.49,66.36,35561977.0
2020-01-31,63.8,63.93,62.6,63.2,11416828.0
2020-01-30,63.9,64.1,63.03,64.03,8771797.0
2020-01-29,64.42,65.14,64.22,64.3,7074791.0
2020-01-28,64.25,64.875,64.09,64.36,10241423.0
2020-01-27,63.0,64.28,62.8,63.83,10421651.0
2020-01-24,64.07,64.2,62.84,63.15,18685066.0
2020-01-23,63.25,64.055,62.74,63.94,14648720.0
2020-01-22,62.8,63.51,62.6,63.43,7906261.0
2020-01-21,62.91,62.9188,62.23,62.63,12022989.0
2020-01-17,63.5,63.5,62.57,62.98,13457606.0
2020-01-16,64.29,64.38,63.12,63.2,10633877.0
2020-01-15,64.07,64.93,63.98,64.1,7080575.0
2020-01-14,64.41,64.56,63.91,64.2,9932253.0
2020-01-13,65.05,65.26,64.08,64.31,6762492.0
2020-01-10,66.0,66.0899,64.98,65.03,5154055.0
2020-01-09,65.81,66.07,65.3,65.84,5942291.0
2020-01-08,65.11,66.24,64.81,65.8,6608066.0
2020-01-07,65.26,65.29,64.17,65.12,8085147.0
2020-01-06,64.67,65.825,64.66,65.65,8248705.0
2020-01-03,64.63,65.37,64.5646,65.07,4689788.0
2020-01-02,65.53,65.74,65.04,65.23,4653342.0
2019-12-31,64.66,65.06,64.35,64.98,6985161.0
2019-12-30,65.73,66.1,64.81,64.93,5865520.0
2019-12-27,66.38,66.49,65.71,65.95,4464424.0
2019-12-26,66.71,66.91,66.15,66.39,3528962.0
2019-12-24,66.81,66.94,66.29,66.72,1965785.0
2019-12-23,66.7,67.4,66.54,66.75,7038753.0
2019-12-20,65.59,67.0,65.17,66.85,23449401.0
2019-12-19,65.91,65.91,65.16,65.29,10202439.0
2019-12-18,66.31,66.5,65.26,65.68,10105563.0
2019-12-17,66.18,66.41,65.785,66.2,7881385.0
2019-12-16,66.25,66.79,66.09,66.12,11647699.0
2019-12-13,66.25,66.805,65.46,65.77,8199076.0
2019-12-12,67.16,68.16,67.02,67.63,5732171.0
2019-12-11,67.355,67.985,67.11,67.78,5590164.0
2019-12-10,66.85,67.18,66.13,67.08,4273576.0
2019-12-09,67.18,67.88,66.83,66.93,6037516.0
2019-12-06,66.43,67.545,66.08,67.08,4140488.0
2019-12-05,66.9,66.95,65.4,65.93,5847764.0
2019-12-04,66.3,67.22,66.06,66.75,5093421.0
2019-12-03,65.79,66.2,65.17,66.07,5383973.0
2019-12-02,67.25,67.52,65.935,66.12,7642376.0
2019-11-29,67.04,67.36,66.81,67.24,2658811.0
2019-11-27,67.28,67.485,66.7,67.12,4980971.0
2019-11-26,66.68,67.65,66.68,67.28,6931471.0
2019-11-25,65.55,67.28,65.49,67.22,7493928.0
