date,1. open,2. high,3. low,4. close,5. volume
2021-02-11,5.62,5.85,5.47,5.61,54864209.0
2021-02-10,5.71,6.59,5.45,5.8,149869768.0
2021-02-09,5.81,5.81,5.26,5.5,97487848.0
2021-02-08,6.88,6.89,5.75,6.18,127046230.0
2021-02-05,7.17,8.27,6.52,6.83,191435562.0
2021-02-04,8.7,8.74,7.0,7.09,157017198.0
2021-02-03,8.85,9.77,7.89,8.97,221405052.0
2021-02-02,9.48,10.1,6.0,7.82,455959866.0
2021-02-01,17.0,17.25,12.91,13.3,354567703.0
2021-01-29,14.31,16.0,11.6,13.26,602193320.0
2021-01-28,11.98,16.5,6.51,8.63,553511035.0
2021-01-27,20.34,20.36,11.01,19.9,1196005169.0
2021-01-26,5.09,5.19,4.37,4.96,456850232.0
2021-01-25,4.71,4.88,3.85,4.42,443238115.0
2021-01-22,2.91,3.74,2.81,3.51,268273367.0
2021-01-21,3.0,3.06,2.85,2.98,64823844.0
2021-01-20,3.29,3.34,2.75,2.97,181862210.0
2021-01-19,2.8,3.2,2.57,3.06,256276010.0
2021-01-15,2.2,2.55,2.18,2.33,162356375.0
2021-01-14,2.22,2.32,2.13,2.18,49638794.0
2021-01-13,2.33,2.38,2.13,2.18,45847659.0
2021-01-12,2.24,2.39,2.235,2.29,41279713.0
2021-01-11,2.16,2.27,2.15,2.2,41695836.0
2021-01-08,2.09,2.211,2.07,2.14,39553343.0
2021-01-07,2.08,2.11,2.02,2.05,26150489.0
2021-01-06,2.03,2.23,1.97,2.01,67363337.0
2021-01-05,1.99,2.03,1.91,1.98,28148314.0
2021-01-04,2.2,2.2,2.0,2.01,29873796.0
2020-12-31,2.17,2.22,2.08,2.12,28234251.0
2020-12-30,2.3,2.3,2.13,2.16,40278438.0
2020-12-29,2.44,2.46,2.28,2.29,21086148.0
2020-12-28,2.63,2.63,2.36,2.39,23241725.0
2020-12-24,2.59,2.6,2.48,2.51,11094189.0
2020-12-23,2.58,2.65,2.54,2.56,15724765.0
2020-12-22,2.73,2.75,2.52,2.59,21686612.0
2020-12-21,2.61,2.74,2.58,2.68,22699798.0
2020-12-18,2.85,2.85,2.76,2.8,21941652.0
2020-12-17,2.8,2.95,2.74,2.85,23799298.0
2020-12-16,2.87,2.89,2.72,2.78,25423239.0
2020-12-15,3.24,3.24,2.76,2.86,54432125.0
2020-12-14,4.01,4.01,3.0,3.19,67158976.0
2020-12-11,4.04,4.25,3.87,3.92,22310377.0
2020-12-10,3.79,4.1,3.77,4.09,19872845.0
2020-12-09,4.22,4.33,3.75,3.86,20991197.0
2020-12-08,3.61,4.02,3.61,3.98,29530632.0
2020-12-07,3.45,3.74,3.33,3.56,20503852.0
2020-12-04,3.75,3.76,3.3,3.51,33157263.0
2020-12-03,4.01,4.215,3.5,3.63,66080891.0
2020-12-02,4.08,4.34,3.95,4.32,11847629.0
2020-12-01,4.43,4.43,4.09,4.15,12047814.0
2020-11-30,4.41,4.45,3.99,4.27,16554987.0
2020-11-27,4.54,4.62,4.36,4.45,10097374.0
2020-11-25,4.57,4.85,4.2,4.49,22647306.0
2020-11-24,4.16,5.0,4.15,4.58,62172590.0
2020-11-23,3.51,3.85,3.41,3.81,31514579.0
2020-11-20,3.25,3.37,3.21,3.35,17088783.0
2020-11-19,3.16,3.375,3.15,3.19,13986442.0
2020-11-18,3.08,3.37,3.01,3.26,31717281.0
2020-11-17,3.01,3.04,2.9,2.98,22482959.0
2020-11-16,3.39,3.39,3.05,3.11,47604346.0
2020-11-13,2.98,2.99,2.78,2.97,22451870.0
2020-11-12,3.07,3.07,2.92,2.94,14836046.0
2020-11-11,3.2308,3.24,3.0,3.13,24066098.0
2020-11-10,3.99,4.03,3.34,3.51,42129263.0
2020-11-09,4.27,4.39,3.23,3.77,132510953.0
2020-11-06,2.43,2.62,2.33,2.49,9049450.0
2020-11-05,2.35,2.57,2.27,2.46,8056242.0
2020-11-04,2.4,2.4299,2.2401,2.31,7609136.0
2020-11-03,2.34,2.59,2.3,2.34,15441929.0
2020-11-02,2.3,2.32,2.11,2.15,11180071.0
2020-10-30,2.48,2.49,2.28,2.36,11013232.0
2020-10-29,2.65,2.68,2.48,2.52,9019304.0
2020-10-28,2.69,2.74,2.58,2.61,8141103.0
2020-10-27,2.88,2.9,2.61,2.79,11251269.0
2020-10-26,2.92,2.93,2.68,2.75,10458790.0
2020-10-23,3.13,3.15,2.95,2.97,6634962.0
2020-10-22,2.96,3.15,2.84,3.12,12339596.0
2020-10-21,3.1,3.1299,2.98,3.0,7277305.0
2020-10-20,3.3,3.31,3.05,3.09,15978782.0
2020-10-19,3.31,3.88,3.23,3.54,40385068.0
2020-10-16,2.87,3.29,2.8,3.04,18565805.0
2020-10-15,2.84,2.96,2.76,2.78,9808591.0
2020-10-14,3.09,3.2,2.66,2.96,31761265.0
2020-10-13,3.9,3.91,3.52,3.54,10164744.0
2020-10-12,4.03,4.09,4.0,4.08,3245671.0
2020-10-09,4.17,4.18,4.04,4.05,5021406.0
2020-10-08,4.13,4.185,4.02,4.14,7868481.0
2020-10-07,4.08,4.11,3.94,4.04,6917700.0
2020-10-06,4.26,4.27,4.05,4.06,8404181.0
2020-10-05,4.3,4.36,4.05,4.13,9468797.0
2020-10-02,4.48,4.66,4.42,4.65,3575994.0
2020-10-01,4.78,4.8,4.63,4.65,3223808.0
2020-09-30,4.8,4.95,4.7,4.71,2515422.0
2020-09-29,4.88,4.94,4.75,4.86,2521765.0
2020-09-28,5.04,5.04,4.61,4.91,4676540.0
2020-09-25,4.64,4.93,4.5042,4.88,2375454.0
2020-09-24,4.69,4.9,4.3573,4.61,4569670.0
2020-09-23,5.22,5.29,4.74,4.78,4285151.0
2020-09-22,5.22,5.32,5.14,5.21,2090061.0
2020-09-21,5.42,5.48,5.01,5.32,4563153.0
2020-09-18,5.71,5.74,5.57,5.67,2428464.0
2020-09-17,5.67,5.79,5.58,5.72,2619665.0
2020-09-16,5.52,5.875,5.42,5.76,4390816.0
2020-09-15,5.6,5.87,5.52,5.52,5099315.0
2020-09-14,5.84,5.8703,5.51,5.54,4638082.0
2020-09-11,6.06,6.0656,5.6,5.79,4863006.0
2020-09-10,6.28,6.36,5.88,5.94,5881820.0
2020-09-09,6.54,6.54,6.1102,6.26,5578212.0
2020-09-08,6.76,6.9471,6.37,6.42,6667449.0
